INDEX;NOME_STR;INSTITUICAO_ENSINO_ALUNO_2020_STR;IDADE_ALUNO_2020_INT;ANOS_PM_2020_INT;SINALIZADOR_INGRESSANTE_2020_STR;ANO_INGRESSO_2020_DATE;FASE_TURMA_2020_STR;FASE_2020_STR;TURMA_2020_STR;PONTO_VIRADA_2020_STR;INDE_2020_NUM;INDE_CONCEITO_2020_STR;PEDRA_2020_STR;DESTAQUE_IEG_2020_STR;DESTAQUE_IDA_2020_STR;DESTAQUE_IPV_2020_STR;IAA_2020_NUM;IEG_2020_NUM;IPS_2020_NUM;IDA_2020_NUM;IPP_2020_NUM;IPV_2020_NUM;IAN_2020_NUM;FASE_2021_STR;TURMA_2021_STR;INSTITUICAO_ENSINO_ALUNO_2021_STR;SINALIZADOR_INGRESSANTE_2021_STR;ANO_INGRESSO_2021_DATE;PEDRA_2021_STR;INDE_2021_NUM;IAA_2021_NUM;IEG_2021_NUM;IPS_2021_NUM;IDA_2021_NUM;IPP_2021_NUM;REC_AVA_1_2021_STR;REC_AVA_2_2021_STR;REC_AVA_3_2021_STR;REC_AVA_4_2021_STR;PONTO_VIRADA_2021_STR;IPV_2021_NUM;IAN_2021_NUM;NIVEL_IDEAL_2021_STR;DEFASAGEM_2021_NUM;SINALIZADOR_INGRESSANTE_2022_STR;ANO_INGRESSO_2022_DATE;BOLSISTA_2022_STR;INDE_2022_NUM;CG_2022_INT;CF_2022_INT;CT_2022_INT;PEDRA_2022_STR;DESTAQUE_IEG_2022_STR;DESTAQUE_IDA_2022_STR;DESTAQUE_IPV_2022_STR;IAA_2022_NUM;IEG_2022_NUM;IPS_2022_NUM;IDA_2022_NUM;NOTA_PORT_2022_NUM;NOTA_MAT_2022_NUM;NOTA_ING_2022_NUM;QTD_AVAL_2022_INT;IPP_2022_NUM;REC_AVA_1_2022_STR;REC_AVA_2_2022_STR;REC_AVA_3_2022_STR;REC_AVA_4_2022_STR;INDICADO_BOLSA_2022_STR;PONTO_VIRADA_2022_STR;IPV_2022_NUM;IAN_2022_NUM;NIVEL_IDEAL_2022_STR
241;ALUNO-241;Escola Pública;11;3;Veterano;2017;1G;1;G;Não;7;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9;8.8;6.25;9.5;2.5;6.75;5;2;I;Escola Pública;Veterano;2017;Quartzo;2.86;7.9;0.4;5.6;0;4.1;Alocado em Fase anterior;Mantido na Fase atual;Não avaliado;Não avaliado;Não;2.6;5;Nível 3 (7o e 8o ano);-1;Veterano;2017;Não;4.556;842;154;13;Quartzo;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7.917;4.405;5;2.5;2.333;2.667;null;3;4.167;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;;Não;Não;4.833;5;Fase 3 (7º e 8º ano)
242;ALUNO-242;Escola Pública;11;2;Veterano;2018;1G;1;G;Não;7;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9;7.4;6.25;5.5;7.188;6.917;5;2;I;Escola Pública;Veterano;2018;Ágata;5.833;8.5;5.4;7.5;2.9;7.1;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;6.8;5;Nível 3 (7o e 8o ano);-1;Veterano;2018;Não;6.454;649;114;9;Ágata;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;9;8.326;6.875;3.333;1.5;5.167;null;3;6.458;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;;Não;Não;6.944;5;Fase 3 (7º e 8º ano)
243;ALUNO-243;;;;;;;;;;;;;;;;;;;;;;;ALFA;O;Escola Pública;Ingressante;2021;Ágata;6.354;8.5;5;7.5;3.2;7.5;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;Não;6.8;10;ALFA  (2o e 3o ano);0;;null;;null;null;null;null;;;;;null;null;null;null;null;null;null;null;null;;;;;;;null;null;
765;ALUNO-765;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;null;null;null;null;null;null;;;;;;null;null;;null;Ingressante;2022;Não;8.491;35;7;2;Topázio;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;10;8.81;7.5;8.667;9.067;8.267;null;2;5.625;Mantido na Fase atual;Mantido na Fase atual;;;Não;Sim;8.417;10;ALFA  (2º e 3º ano)
245;ALUNO-245;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;null;null;null;null;null;null;;;;;;null;null;;null;Ingressante;2022;Não;5.246;808;187;11;Quartzo;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;8.5;5.766;7.5;3.8;2.667;4.933;null;2;0;Não avaliado;Não avaliado;;;Não;Não;6.167;5;Fase 2 (5º e 6º ano)
246;ALUNO-246;Escola Pública;10;1;Veterano;2019;1J;1;J;Não;8;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.5;8.3;6.875;8;7.083;7.667;5;1;R;Escola Pública;Veterano;2019;Ametista;7.013;9;8.8;5.6;4.6;8.5;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase;Não avaliado;Não;7.7;5;Nível 2 (5o e 6o ano);-1;Veterano;2019;Não;6.736;574;140;10;Ágata;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;9;7.473;6.875;5.25;5;5.5;null;3;6.042;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;;Não;Não;7.5;5;Fase 3 (7º e 8º ano)
247;ALUNO-247;;;;;;;;;;;;;;;;;;;;;;;ALFA;T;Escola Pública;Ingressante;2021;Ametista;8.013;10;8.3;7.5;6.8;8.1;Promovido de Fase;Promovido de Fase;Não avaliado;Não avaliado;Sim;9.7;5;Nível 1 (4o ano);-1;Veterano;2021;Não;6.301;688;166;9;Ágata;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;10;7.888;6.875;4.167;2.167;6.167;null;2;4.688;Mantido na Fase atual;Mantido na Fase atual;;;Não;Não;6.167;5;Fase 2 (5º e 6º ano)
248;ALUNO-248;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;null;null;null;null;null;null;;;;;;null;null;;null;Ingressante;2022;Não;7.661;251;65;7;Ametista;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;9;9.429;7.5;7.5;6;9;null;3;6.25;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;;Não;Não;7.5;5;Fase 2 (5º e 6º ano)
249;ALUNO-249;;;;;;;;;;;;;;;;;;;;;;;1;B;Escola Pública;Ingressante;2021;Ágata;6.025;8.5;7.9;7.5;2.1;7.5;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;5.8;5;Nível 2 (5o e 6o ano);-1;;null;;null;null;null;null;;;;;null;null;null;null;null;null;null;null;null;;;;;;;null;null;
244;ALUNO-244;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;null;null;null;null;null;null;;;;;;null;null;;null;Ingressante;2022;Não;8.143;101;28;1;Topázio;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;9.5;8.944;7.5;8.283;8.5;8.067;null;2;5.312;Promovido de Fase;Mantido na Fase atual;;;Não;Não;7.333;10;ALFA  (2º e 3º ano)
327;ALUNO-327;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;null;null;null;null;null;null;;;;;;null;null;;null;Ingressante;2022;Não;8.538;30;5;1;Topázio;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;8.5;9;7.5;9.15;9.8;8.5;null;2;6.25;Promovido de Fase + Bolsa;Mantido na Fase atual;;;Sim;Sim;8.417;10;ALFA  (2º e 3º ano)
252;ALUNO-252;;;;;;;;;;;;;;;;;;;;;;;ALFA;M;Escola Pública;Ingressante;2021;Ametista;7.473;10;10;7.5;5.9;7.2;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;Não;6.6;5;Nível 1 (4o ano);-1;Veterano;2021;Não;7.755;215;57;1;Ametista;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;9;9.286;7.5;8.667;8.667;8.667;null;2;5.312;Promovido de Fase;Mantido na Fase atual;;;Não;Não;7.417;5;Fase 2 (5º e 6º ano)
253;ALUNO-253;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;null;null;null;null;null;null;;;;;;null;null;;null;Ingressante;2022;Não;7.417;349;103;1;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;9.5;10;6.875;6;7.667;4.333;null;2;5.625;Mantido na Fase atual;Mantido na Fase atual;;;Não;Não;7.583;5;Fase 1 (4º ano)
254;ALUNO-254;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;null;null;null;null;null;null;;;;;;null;null;;null;Ingressante;2022;Não;7.776;211;55;5;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;9.5;9.649;7.5;5.417;4.333;6.5;null;2;5.625;Mantido na Fase atual;Mantido na Fase atual;;;Não;Não;7.5;10;ALFA  (2º e 3º ano)
1152;ALUNO-1152;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;null;null;null;null;null;null;;;;;;null;null;;null;Ingressante;2022;Não;8.143;102;14;2;Topázio;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;10;9.056;7.5;7;6;8;null;3;6.042;Promovido de Fase;Promovido de Fase;Mantido na Fase atual;;Não;Não;7.889;10;Fase 2 (5º e 6º ano)
256;ALUNO-256;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;null;null;null;null;null;null;;;;;;null;null;;null;Ingressante;2022;Não;8;144;36;5;Ametista;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7.417;9.583;7.5;7.5;7;8;null;3;6.25;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;;Não;Não;7.333;10;Fase 1 (4º ano)
257;ALUNO-257;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;null;null;null;null;null;null;;;;;;null;null;;null;Ingressante;2022;Não;7.585;281;43;3;Ametista;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;9.5;8.586;7.5;8.5;7.5;9.5;null;3;6.458;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;;Não;Não;6.611;5;Fase 3 (7º e 8º ano)
258;ALUNO-258;;;;;;;;;;;;;;;;;;;;;;;ALFA;Q;Escola Pública;Ingressante;2021;Ágata;6.283;7.8;10;7.5;5.3;2.5;Alocado em Fase anterior;Mantido na Fase atual;Não avaliado;Não avaliado;Não;4.8;5;Nível 1 (4o ano);-1;Veterano;2021;Não;5.79;751;182;7;Quartzo;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7.917;5.722;4.375;5.667;5.5;5.833;null;2;5;Mantido na Fase atual;Mantido na Fase atual;;;Não;Não;6.417;5;Fase 2 (5º e 6º ano)
259;ALUNO-259;Rede Decisão/União;17;1;Veterano;2019;7B;7;B;Sim;9;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.167;9.1;7.5;7.667;8.75;9.292;10;;;;;null;;null;null;null;null;null;null;;;;;;null;null;;null;;null;;null;null;null;null;;;;;null;null;null;null;null;null;null;null;null;;;;;;;null;null;
260;ALUNO-260;;;;;;;;;;;;;;;;;;;;;;;ALFA;Q;Escola Pública;Ingressante;2021;Ágata;6.75;9.5;6.7;7.5;4.5;7.5;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;Não;7.8;5;Nível 1 (4o ano);-1;Veterano;2021;Não;7.563;288;81;7;Ametista;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;9;8.607;7.5;7.5;8.333;6.667;null;2;6.25;Mantido na Fase atual;Mantido na Fase atual;;;Não;Não;7.833;5;Fase 2 (5º e 6º ano)
261;ALUNO-261;Escola Pública;16;0;Ingressante;2020;3A;3;A;Não;7;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.167;8.8;7.5;6.333;7.5;7.792;2.5;4;A;Escola Pública;Veterano;2020;Ametista;6.899;9.2;7.8;7.5;5.9;8.4;Promovido de Fase + Bolsa;Promovido de Fase;Promovido de Fase;Promovido de Fase;Não;7;2.5;Nível 8 (Universitários);-4;;null;;null;null;null;null;;;;;null;null;null;null;null;null;null;null;null;;;;;;;null;null;
262;ALUNO-262;Rede Decisão/União;15;3;Veterano;2017;5F;5;F;Sim;8;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;7.917;9.2;5;6.667;9.062;9.25;10;6;C;Rede Decisão;Veterano;2017;Ametista;7.903;9.2;6.9;7.5;7.7;7.8;Mantido na Fase atual;Promovido de Fase;Promovido de Fase + Bolsa;Promovido de Fase;Não;7.7;10;Nível 6 (2o EM);0;Veterano;2017;Sim;7.055;469;8;3;Ametista;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;8.75;5.246;6.25;6.844;6.333;4.467;9.733;4;7.812;Promovido de Fase;Promovido de Fase + Bolsa;Promovido de Fase;Promovido de Fase + Bolsa;Não;Não;6.778;10;Fase 7 (3º EM)
263;ALUNO-263;Rede Decisão/União;15;4;Veterano;2016;5B;5;B;Não;8;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.583;9.5;6.875;6.333;8.958;8.389;10;6;A;Rede Decisão;Veterano;2016;Ametista;7.694;7.9;7.8;7.5;6.5;8;Promovido de Fase;Promovido de Fase;Promovido de Fase + Bolsa;Promovido de Fase;Não;7.5;10;Nível 6 (2o EM);0;Veterano;2016;Sim;6.591;629;13;6;Ágata;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;0;7.947;5.625;5.578;5.833;3.967;6.933;4;8.125;Promovido de Fase;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Não;Não;7.556;10;Fase 7 (3º EM)
264;ALUNO-264;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;null;null;null;null;null;null;;;;;;null;null;;null;Ingressante;2022;Não;7.035;478;125;10;Ametista;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;10;6.774;7.5;6.75;5;8.5;null;3;6.25;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;;Não;Não;7.278;5;Fase 2 (5º e 6º ano)
265;ALUNO-265;Escola Pública;15;1;Veterano;2019;4A;4;A;Não;8;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.75;10;6.875;6;8.125;7.778;5;;;;;null;;null;null;null;null;null;null;;;;;;null;null;;null;;null;;null;null;null;null;;;;;null;null;null;null;null;null;null;null;null;;;;;;;null;null;
84;ALUNO-84;Escola Pública;8;0;Ingressante;2020;0B;ALFA;B;Não;8.75;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9;10;10;8.5;7.5;7;10;1;A;Escola Pública;Veterano;2020;Ametista;7.867;3.5;10;7.5;6.8;7.5;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;8.3;10;Nível 1 (4o ano);0;Veterano;2021;Não;7.502;309;81;6;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;9;8.838;7.5;6.25;6.833;5.667;null;3;6.458;Mantido na Fase atual;Promovido de Fase;Promovido de Fase + Bolsa;;Sim;Sim;8.444;5;Fase 2 (5º e 6º ano)
267;ALUNO-267;Rede Decisão/União;14;2;Veterano;2018;3J;3;J;Sim;8;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.167;9.7;5.625;8;8.958;9.778;5;4;G;Rede Decisão;Veterano;2018;Ametista;8.014;9.2;8.9;6.3;8.2;8.3;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase;Não;8.6;5;Nível 5 (1o EM);-1;Veterano;2018;Sim;7.798;200;19;3;Ametista;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;9.167;9.725;5.625;7.867;9.333;8;6.267;4;7.344;Promovido de Fase + Bolsa;Mantido na Fase atual;Promovido de Fase;Promovido de Fase;Não;Não;7.833;5;Fase 6 (2º EM)
123;ALUNO-123;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;null;null;null;null;null;null;;;;;;null;null;;null;Ingressante;2022;Não;7.619;265;42;6;Ametista;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;9.5;6.818;7.5;6;6;6;null;3;6.667;Mantido na Fase + Bolsa;Mantido na Fase atual;Mantido na Fase atual;;Sim;Sim;8.444;10;Fase 2 (5º e 6º ano)
269;ALUNO-269;Escola Pública;11;1;Veterano;2019;1J;1;J;Não;7;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7.5;8.6;7.5;5.75;7.292;7.5;5;;;;;null;;null;null;null;null;null;null;;;;;;null;null;;null;;null;;null;null;null;null;;;;;null;null;null;null;null;null;null;null;null;;;;;;;null;null;
270;ALUNO-270;Escola Pública;11;3;Veterano;2017;3C;3;C;Não;7.19;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;6.667;4.2;4.375;8.667;8.125;8.5;10;;;;;null;;null;null;null;null;null;null;;;;;;null;null;;null;;null;;null;null;null;null;;;;;null;null;null;null;null;null;null;null;null;;;;;;;null;null;
271;ALUNO-271;;;;;;;;;;;;;;;;;;;;;;;3;J;Escola Pública;Ingressante;2021;Ágata;6.429;9.6;5;7.5;4.3;7.7;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não;5.5;10;Nível 3 (7o e 8o ano);0;;null;;null;null;null;null;;;;;null;null;null;null;null;null;null;null;null;;;;;;;null;null;
272;ALUNO-272;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;null;null;null;null;null;null;;;;;;null;null;;null;Ingressante;2022;Não;7.725;228;59;6;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;9;10;5;6;5;7;null;3;6.25;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;;Não;Não;7.5;10;Fase 1 (4º ano)
273;ALUNO-273;Escola Pública;14;2;Veterano;2018;1R;1;R;Não;4;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9;4.4;7.5;0;7.292;4.389;2.5;1;R;Escola Pública;Veterano;2018;Quartzo;4.125;9.5;2.1;7.5;0;6.3;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;4.4;5;Nível 2 (5o e 6o ano);-1;Veterano;2018;Não;6.683;595;145;12;Ágata;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;8.5;6.778;7.5;5.667;5.833;5.5;null;3;5.833;Promovido de Fase;Promovido de Fase;Promovido de Fase;;Não;Não;7.556;5;Fase 2 (5º e 6º ano)
274;ALUNO-274;Escola Pública;16;2;Veterano;2018;5A;5;A;Não;6;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7.917;5.6;7.5;3.667;7.292;7.444;5;5;A;Escola Pública;Veterano;2018;Ágata;6.88;7.1;7.8;7.5;6.1;7.7;Promovido de Fase;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase;Não;6.9;5;Nível 7 (3o EM);-2;;null;;null;null;null;null;;;;;null;null;null;null;null;null;null;null;null;;;;;;;null;null;
275;ALUNO-275;Escola Pública;13;3;Veterano;2017;3M;3;M;Não;6;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;10;5.2;7.5;4.333;6.094;5.667;10;3;M;Escola Pública;Veterano;2017;Ágata;5.815;8.8;5.8;6.3;3.4;6.9;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;6.4;5;Nível 4 (9o ano);-1;Veterano;2017;Não;6.073;714;65;15;Ágata;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;8.333;6.102;6.25;3.967;3.667;6.167;2.067;4;7.344;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Promovido de Fase + Bolsa;Sim;Não;6.833;5;Fase 5 (1º EM)
276;ALUNO-276;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;null;null;null;null;null;null;;;;;;null;null;;null;Ingressante;2022;Não;7.703;233;63;6;Ametista;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;8.5;8.953;8.125;8.25;9;7.5;null;2;5;Promovido de Fase;Promovido de Fase;;;Não;Não;8;5;Fase 1 (4º ano)
277;ALUNO-277;Escola Pública;12;2;Veterano;2018;1E;1;E;Não;8;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.5;8.4;5.625;10;7.708;7.778;5;1;E;Escola Pública;Veterano;2018;Ametista;8.183;9.5;10;7.5;7.8;8.5;Promovido de Fase;Promovido de Fase;Promovido de Fase;Não avaliado;Não;7.8;5;Nível 3 (7o e 8o ano);-2;Veterano;2018;Não;7.306;385;100;8;Ametista;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;8;8.627;6.875;8.25;8;8.5;null;3;6.042;Promovido de Fase;Promovido de Fase;Promovido de Fase;;Não;Não;7.944;2.5;Fase 4 (9º ano)
278;ALUNO-278;Escola Pública;17;1;Veterano;2019;5L;5;L;Não;8;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.75;9.6;9.375;7.333;8.75;8.333;5;;;;;null;;null;null;null;null;null;null;;;;;;null;null;;null;;null;;null;null;null;null;;;;;null;null;null;null;null;null;null;null;null;;;;;;;null;null;
279;ALUNO-279;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;null;null;null;null;null;null;;;;;;null;null;;null;Ingressante;2022;Não;5.8;750;108;11;Quartzo;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7.5;7.025;5;4.056;4.667;5;2.5;3;6.562;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase;;Não;Não;5.889;5;Fase 4 (9º ano)
280;ALUNO-280;Escola Pública;10;2;Veterano;2018;1F;1;F;Não;7;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.5;6.2;5;6.5;6.562;8;5;;;;;null;;null;null;null;null;null;null;;;;;;null;null;;null;;null;;null;null;null;null;;;;;null;null;null;null;null;null;null;null;null;;;;;;;null;null;
281;ALUNO-281;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;null;null;null;null;null;null;;;;;;null;null;;null;Ingressante;2022;Não;7.425;346;91;6;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;9;8.88;7.5;6.75;8;5.5;null;3;6.042;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;;Não;Não;7.722;5;Fase 2 (5º e 6º ano)
