INDEX;NOME_STR;INSTITUICAO_ENSINO_ALUNO_2020_STR;IDADE_ALUNO_2020_INT;ANOS_PM_2020_INT;SINALIZADOR_INGRESSANTE_2020_STR;ANO_INGRESSO_2020_DATE;FASE_TURMA_2020_STR;FASE_2020_STR;TURMA_2020_STR;PONTO_VIRADA_2020_STR;INDE_2020_NUM;INDE_CONCEITO_2020_STR;PEDRA_2020_STR;DESTAQUE_IEG_2020_STR;DESTAQUE_IDA_2020_STR;DESTAQUE_IPV_2020_STR;IAA_2020_NUM;IEG_2020_NUM;IPS_2020_NUM;IDA_2020_NUM;IPP_2020_NUM;IPV_2020_NUM;IAN_2020_NUM;FASE_2021_STR;TURMA_2021_STR;INSTITUICAO_ENSINO_ALUNO_2021_STR;SINALIZADOR_INGRESSANTE_2021_STR;ANO_INGRESSO_2021_DATE;PEDRA_2021_STR;INDE_2021_NUM;IAA_2021_NUM;IEG_2021_NUM;IPS_2021_NUM;IDA_2021_NUM;IPP_2021_NUM;REC_AVA_1_2021_STR;REC_AVA_2_2021_STR;REC_AVA_3_2021_STR;REC_AVA_4_2021_STR;PONTO_VIRADA_2021_STR;IPV_2021_NUM;IAN_2021_NUM;NIVEL_IDEAL_2021_STR;DEFASAGEM_2021_NUM;SINALIZADOR_INGRESSANTE_2022_STR;ANO_INGRESSO_2022_DATE;BOLSISTA_2022_STR;INDE_2022_NUM;CG_2022_INT;CF_2022_INT;CT_2022_INT;PEDRA_2022_STR;DESTAQUE_IEG_2022_STR;DESTAQUE_IDA_2022_STR;DESTAQUE_IPV_2022_STR;IAA_2022_NUM;IEG_2022_NUM;IPS_2022_NUM;IDA_2022_NUM;NOTA_PORT_2022_NUM;NOTA_MAT_2022_NUM;NOTA_ING_2022_NUM;QTD_AVAL_2022_INT;IPP_2022_NUM;REC_AVA_1_2022_STR;REC_AVA_2_2022_STR;REC_AVA_3_2022_STR;REC_AVA_4_2022_STR;INDICADO_BOLSA_2022_STR;PONTO_VIRADA_2022_STR;IPV_2022_NUM;IAN_2022_NUM;NIVEL_IDEAL_2022_STR
1;ALUNO-1;Escola Pública;11;2;Veterano;2018;2H;2;H;Não;8;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8.5;8.7;7.5;7;5.938;7.75;10;2;G;Rede Decisão;Veterano;2018;Ametista;7.319;7.5;6.3;6.9;8.8;7.7;Promovido de Fase;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não;8.1;5;Nível 3 (7o e 8o ano);-1;;null;;null;null;null;null;;;;;null;null;null;null;null;null;null;null;null;;;;;;;null;null;
2;ALUNO-2;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;null;null;null;null;null;null;;;;;;null;null;;null;Ingressante;2022;Não;7.676;245;66;6;Ametista;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;10;7.582;7.5;8.817;8.2;9.433;null;2;5.625;Mantido na Fase + Bolsa;Mantido na Fase atual;;;Sim;Não;7.917;5;Fase 2 (5º e 6º ano)
3;ALUNO-3;Escola Pública;12;2;Veterano;2018;3H;3;H;Não;8;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;7.917;8.9;7.5;5.5;8.125;8.111;10;3;F;Escola Pública;Veterano;2018;Ametista;7.021;7.1;6.9;6.3;5.6;7.3;Promovido de Fase;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não;7.2;10;Nível 3 (7o e 8o ano);0;;null;;null;null;null;null;;;;;null;null;null;null;null;null;null;null;null;;;;;;;null;null;
4;ALUNO-4;Escola Pública;10;2;Veterano;2018;1D;1;D;Não;5;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8;4.1;6.875;0;7.188;7.75;5;;;;;null;;null;null;null;null;null;null;;;;;;null;null;;null;Ingressante;2022;Não;7.117;451;69;3;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;10;8.071;7.5;5.083;5;5.167;null;3;6.25;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;;Não;Não;8.056;5;Fase 3 (7º e 8º ano)
5;ALUNO-5;Escola Pública;10;1;Veterano;2019;2M;2;M;Não;8;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;7.5;8;7.5;7.5;8.438;8.167;10;2;L;Escola Pública;Veterano;2019;Ametista;7.399;7.4;7.5;7.5;5.4;8.5;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;7.4;10;Nível 2 (5o e 6o ano);0;Veterano;2019;Não;7.232;415;61;12;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;6.417;8.558;7.5;7.083;6.667;7.5;null;3;6.458;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;;Não;Não;7.833;5;Fase 3 (7º e 8º ano)
6;ALUNO-6;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;null;null;null;null;null;null;;;;;;null;null;;null;Ingressante;2022;Não;7.742;221;35;2;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;9;9.333;7.5;5.5;3;8;null;3;6.25;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;;Não;Não;7.5;10;Fase 2 (5º e 6º ano)
7;ALUNO-7;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;null;null;null;null;null;null;;;;;;null;null;;null;Ingressante;2022;Não;7.407;357;93;7;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;10;9.315;7.5;5.583;4.667;6.5;null;2;5.938;Promovido de Fase;Promovido de Fase;;;Não;Não;7.917;5;Fase 2 (5º e 6º ano)
8;ALUNO-8;Rede Decisão/União;14;3;Veterano;2017;4L;4;L;Sim;8;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8.333;9.9;4.375;7.333;8.75;8.944;10;5;L;Rede Decisão;Veterano;2017;Topázio;8.269;8.8;8.6;7.5;7.1;8;Promovido de Fase + Bolsa;Promovido de Fase;Promovido de Fase;Mantido na Fase atual;Não;8.5;10;Nível 5 (1o EM);0;Veterano;2017;Sim;7.29;397;26;6;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;9.167;8.268;5;7.144;6.5;7.667;7.267;4;7.656;Promovido de Fase + Bolsa;Mantido na Fase atual;Promovido de Fase + Bolsa;Promovido de Fase;Não;Não;7.625;5;Fase 6 (2º EM)
9;ALUNO-9;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;null;null;null;null;null;null;;;;;;null;null;;null;Ingressante;2022;Não;5.666;767;184;9;Quartzo;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;9;6.82;5;2.133;2.467;1.8;null;2;3.75;Mantido na Fase atual;Mantido na Fase atual;;;Não;Não;5.5;10;ALFA  (2º e 3º ano)
10;ALUNO-10;Escola Pública;13;1;Veterano;2019;3B;3;B;Não;5;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;5.833;5.2;3.75;0;7.969;6.833;10;;;;;null;;null;null;null;null;null;null;;;;;;null;null;;null;;null;;null;null;null;null;;;;;null;null;null;null;null;null;null;null;null;;;;;;;null;null;
643;ALUNO-643;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;null;null;null;null;null;null;;;;;;null;null;;null;Ingressante;2022;Não;8.06;130;36;3;Topázio;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;10;9.351;7.5;8.167;8.833;7.5;null;2;6.562;Promovido de Fase;Promovido de Fase;;;Não;Não;8.25;5;Fase 1 (4º ano)
12;ALUNO-12;Rede Decisão/União;14;3;Veterano;2017;3G;3;G;Não;6;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;6.25;6;5.625;6.667;5.625;5.278;5;;;;;null;;null;null;null;null;null;null;;;;;;null;null;;null;;null;;null;null;null;null;;;;;null;null;null;null;null;null;null;null;null;;;;;;;null;null;
13;ALUNO-13;;;;;;;;;;;;;;;;;;;;;;;ALFA;T;Escola Pública;Ingressante;2021;Quartzo;3.413;8;0;7.5;0.8;0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;Não;6;5;Nível 1 (4o ano);-1;;null;;null;null;null;null;;;;;null;null;null;null;null;null;null;null;null;;;;;;;null;null;
14;ALUNO-14;Escola Pública;11;2;Veterano;2018;2M;2;M;Não;6;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8;7.6;6.875;0;8.438;7.917;10;;;;;null;;null;null;null;null;null;null;;;;;;null;null;;null;;null;;null;null;null;null;;;;;null;null;null;null;null;null;null;null;null;;;;;;;null;null;
15;ALUNO-15;Escola Pública;12;1;Veterano;2019;2D;2;D;Não;5;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.5;4;7.5;0;8.125;7.25;5;;;;;null;;null;null;null;null;null;null;;;;;;null;null;;null;;null;;null;null;null;null;;;;;null;null;null;null;null;null;null;null;null;;;;;;;null;null;
16;ALUNO-16;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;null;null;null;null;null;null;;;;;;null;null;;null;Ingressante;2022;Não;6.996;489;129;9;Ágata;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;8.5;9.339;6.875;6.333;5.5;7.167;null;3;4.792;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;;Não;Não;6.722;5;Fase 2 (5º e 6º ano)
17;ALUNO-17;Escola Pública;13;2;Veterano;2018;1G;1;G;Não;8;B;Ametista;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.5;6.8;7.5;10;6.562;7.75;5;1;G;Escola Pública;Veterano;2018;Ágata;6.14;9.5;4.2;7.5;2.6;8.4;Não avaliado;Mantido na Fase atual;Mantido na Fase + Bolsa;Não avaliado;Não;8.8;5;Nível 3 (7o e 8o ano);-2;Veterano;2018;Não;6.723;580;142;6;Ágata;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;9.5;6.648;7.5;5.5;4.333;6.667;null;2;5.938;Mantido na Fase atual;Promovido de Fase;;;Não;Não;7.5;5;Fase 3 (7º e 8º ano)
18;ALUNO-18;Escola Pública;14;3;Veterano;2017;3E;3;E;Não;7;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.583;7;7.5;6.5;7.083;7.944;5;4;F;Escola Pública;Veterano;2017;Ágata;5.666;10;3.3;6.3;5.3;7.7;Mantido na Fase atual;Promovido de Fase + Bolsa;Mantido na Fase atual;Mantido na Fase atual;Não;5.2;5;Nível 5 (1o EM);-1;Veterano;2017;Não;5.846;746;68;7;Quartzo;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;0;6.288;8.125;5.222;3;4.833;7.833;4;7.812;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Promovido de Fase + Bolsa;Sim;Não;7.25;5;Fase 6 (2º EM)
19;ALUNO-19;;;;;;;;;;;;;;;;;;;;;;;2;C;Escola Pública;Ingressante;2021;Ágata;6.751;9;6.3;7.5;4.6;7.7;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;8.3;5;Nível 3 (7o e 8o ano);-1;Veterano;2021;Não;7.843;188;29;2;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;10;9.055;7.5;7.467;6.767;8.167;null;3;6.667;Promovido de Fase;Promovido de Fase;Mantido na Fase atual;;Não;Não;8.111;5;Fase 3 (7º e 8º ano)
1230;ALUNO-1230;Rede Decisão/União;12;3;Veterano;2017;3L;3;L;Não;8;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;6.25;9.7;7.5;4.667;8.438;7.375;10;4;G;Rede Decisão;Veterano;2017;Ametista;7.714;7.1;8.6;6.9;5.8;8.1;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase;Promovido de Fase;Não;8.1;10;Nível 3 (7o e 8o ano);1;Veterano;2017;Sim;8.063;128;12;3;Topázio;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;7.083;9.789;5.625;7.611;5.333;7.833;9.667;4;8.125;Promovido de Fase + Bolsa;Mantido na Fase atual;Promovido de Fase;Promovido de Fase + Bolsa;Não;Não;7.5;10;Fase 4 (9º ano)
21;ALUNO-21;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;null;null;null;null;null;null;;;;;;null;null;;null;Ingressante;2022;Não;5.652;771;114;13;Quartzo;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7.917;5.649;5;5.167;5;6.167;4.333;3;7.031;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase;;Não;Não;6.222;2.5;Fase 6 (2º EM)
351;ALUNO-351;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;null;null;null;null;null;null;;;;;;null;null;;null;Ingressante;2022;Não;8.063;129;17;3;Topázio;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;8;10;5;7.75;6;9.5;null;3;6.458;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;;Não;Não;7.833;10;Fase 2 (5º e 6º ano)
23;ALUNO-23;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;null;null;null;null;null;null;;;;;;null;null;;null;Ingressante;2022;Não;7.783;208;51;3;Ametista;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;8;7.799;7.5;9.25;9.5;9;null;2;6.562;Promovido de Fase;Promovido de Fase;;;Não;Não;8.333;5;Fase 2 (5º e 6º ano)
1120;ALUNO-1120;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;null;null;null;null;null;null;;;;;;null;null;;null;Ingressante;2022;Não;8.064;127;30;2;Topázio;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;9.5;9.167;7.5;7.25;6.5;8;null;3;6.25;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;;Não;Não;7.278;10;Fase 1 (4º ano)
25;ALUNO-25;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;null;null;null;null;null;null;;;;;;null;null;;null;Ingressante;2022;Não;7.952;154;42;3;Ametista;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;7.5;8.346;7.5;9.1;9.133;9.067;null;2;3.125;Promovido de Fase;Mantido na Fase atual;;;Não;Não;8.25;10;ALFA  (2º e 3º ano)
26;ALUNO-26;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;null;null;null;null;null;null;;;;;;null;null;;null;Ingressante;2022;Não;7.738;224;60;2;Ametista;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;9;8.721;7.5;9.167;9.167;9.167;null;2;5.938;Promovido de Fase;Mantido na Fase atual;;;Não;Não;7.083;5;Fase 1 (4º ano)
27;ALUNO-27;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;null;null;null;null;null;null;;;;;;null;null;;null;Ingressante;2022;Não;6.35;668;122;9;Ágata;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;9;6.494;7.5;4.583;2.333;6.833;null;3;5.625;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;;Não;Não;7.111;5;Fase 4 (9º ano)
28;ALUNO-28;Rede Decisão/União;13;2;Veterano;2018;3J;3;J;Sim;9;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.583;9.6;6.875;9;10;9.944;10;4;G;Rede Decisão;Veterano;2018;Topázio;9.079;8.3;9.2;7.5;8.8;9.4;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase;Sim;9.9;10;Nível 4 (9o ano);0;;null;;null;null;null;null;;;;;null;null;null;null;null;null;null;null;null;;;;;;;null;null;
29;ALUNO-29;;;;;;;;;;;;;;;;;;;;;;;3;D;Escola Pública;Ingressante;2021;Ágata;6.342;9.6;5.3;7.5;3.8;7.5;Promovido de Fase;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não;7.9;5;Nível 5 (1o EM);-2;Veterano;2021;Não;4.936;827;129;5;Quartzo;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;0;4.832;7.5;5.778;5.333;4;8;4;6.719;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;Não;Não;5.708;2.5;Fase 6 (2º EM)
1246;ALUNO-1246;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;null;null;null;null;null;null;;;;;;null;null;;null;Ingressante;2022;Não;8.064;126;35;3;Topázio;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;9;9.676;7.5;7.25;8;6.5;null;2;5.625;Mantido na Fase atual;Mantido na Fase atual;;;Não;Não;7.333;10;ALFA  (2º e 3º ano)
31;ALUNO-31;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;null;null;null;null;null;null;;;;;;null;null;;null;Ingressante;2022;Não;7.263;408;119;6;Ametista;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;6.917;7.318;7.5;7.467;7.6;7.333;null;2;5.312;Mantido na Fase atual;Mantido na Fase atual;;;Não;Não;6.667;10;ALFA  (2º e 3º ano)
32;ALUNO-32;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;null;null;null;null;null;null;;;;;;null;null;;null;Ingressante;2022;Não;6.793;558;12;7;Ágata;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;7.917;8.333;7.5;4;8;0;null;4;7.344;Promovido de Fase + Bolsa;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Sim;Não;7.75;5;Fase 8 (Universitários)
33;ALUNO-33;Escola Pública;13;0;Ingressante;2020;3E;3;E;Não;7;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;6.667;4.5;7.5;8.667;7.083;6.278;10;;;;;null;;null;null;null;null;null;null;;;;;;null;null;;null;;null;;null;null;null;null;;;;;null;null;null;null;null;null;null;null;null;;;;;;;null;null;
34;ALUNO-34;Escola Pública;12;2;Veterano;2018;2C;2;C;Não;8;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.5;9.3;6.875;7;8.125;7.944;5;2;C;Escola Pública;Veterano;2018;Ágata;6.129;6.9;2.9;7.5;5.5;7.7;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;8.7;5;Nível 3 (7o e 8o ano);-1;Veterano;2018;Não;6.667;599;78;4;Ágata;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7.5;7.056;7.5;6.111;5;7.5;5.833;4;7.5;Promovido de Fase;Promovido de Fase;Promovido de Fase;Mantido na Fase atual;Não;Não;6.417;5;Fase 4 (9º ano)
35;ALUNO-35;Escola Pública;18;3;Veterano;2017;7B;7;B;Não;7;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.75;6.1;6.25;5;7.656;8.292;5;7;A;Escola Pública;Veterano;2017;Topázio;8.416;9.2;9.4;7.5;8.2;8.4;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Sim;9.4;5;Nível 8 (Universitários);-1;;null;;null;null;null;null;;;;;null;null;null;null;null;null;null;null;null;;;;;;;null;null;
36;ALUNO-36;Escola Pública;14;1;Veterano;2019;3C;3;C;Não;8;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.583;9.9;7.5;8;8.75;8.222;5;3;C;Escola Pública;Veterano;2019;Ágata;6.246;8.3;6.4;3.8;4.7;7.3;Promovido de Fase;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não;7.9;5;Nível 5 (1o EM);-2;Veterano;2019;Não;6.854;538;46;8;Ágata;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;5.833;8.075;6.25;5.878;5;7.167;5.467;4;7.969;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Promovido de Fase + Bolsa;Sim;Não;7.792;5;Fase 6 (2º EM)
37;ALUNO-37;Escola Pública;10;2;Veterano;2018;2N;2;N;Não;7;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;10;7.7;4.375;2.5;6.458;7.778;10;2;N;Escola Pública;Veterano;2018;Ágata;6.154;0;5.4;6.9;6.5;7.5;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;6.7;10;Nível 2 (5o e 6o ano);0;Veterano;2018;Não;7.556;292;45;8;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;8.5;9.042;7.5;7.333;6.5;8.167;null;3;6.25;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;;Não;Não;7.778;5;Fase 3 (7º e 8º ano)
38;ALUNO-38;;;;;;;;;;;;;;;;;;;;;;;3;L;Escola Pública;Ingressante;2021;Ágata;6.847;3.8;6.9;7.5;5.1;7.5;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não;7.8;10;Nível 3 (7o e 8o ano);0;Veterano;2021;Não;6.695;590;77;11;Ágata;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;9.167;6.722;6.25;5.667;7;6.833;3.167;4;7.344;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Mantido na Fase + Bolsa;Sim;Não;7.208;5;Fase 4 (9º ano)
39;ALUNO-39;Escola Pública;13;3;Veterano;2017;3F;3;F;Não;8;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;6.25;9.4;7.5;8.333;8.542;6.778;10;;;;;null;;null;null;null;null;null;null;;;;;;null;null;;null;;null;;null;null;null;null;;;;;null;null;null;null;null;null;null;null;null;;;;;;;null;null;
40;ALUNO-40;;;;;;;;;;;;;;;;;;;;;;;5;B;Escola Pública;Ingressante;2021;Ametista;7.334;9.2;7.8;7.5;6;8.3;Promovido de Fase + Bolsa;Mantido na Fase atual;Promovido de Fase + Bolsa;Mantido na Fase atual;Não;8;5;Nível 6 (2o EM);-1;;null;;null;null;null;null;;;;;null;null;null;null;null;null;null;null;null;;;;;;;null;null;
41;ALUNO-41;Escola Pública;11;0;Ingressante;2020;1D;1;D;Não;7.46;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8;8.3;7.5;7.25;7.5;7.75;5;2;C;Escola Pública;Veterano;2020;Ágata;6.1;0;5;7.5;6.8;7.5;Promovido de Fase;Promovido de Fase;Promovido de Fase;Não avaliado;Não;8.8;5;Nível 3 (7o e 8o ano);-1;;null;;null;null;null;null;;;;;null;null;null;null;null;null;null;null;null;;;;;;;null;null;
